date,duration,exclude,text,Concept,Phrase,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
6/11/24 12:44,75,0,"We use the word “meaningful” all the time. Yet the meaning of “meaningful” isn’t totally obvious, perhaps in part because we use “meaningful” in so many different contexts.",Word,Meaningful,1,28,56.86,40.06,99,99,14,35.71,96.43,85.71,57.14,7.14,7.14,0,7.14,0,0,0,0,17.86,10.71,0,10.71,3.57,14.29,7.14,3.57,10.71,21.43,10.71,7.14,7.14,0,0,53.57,3.57,50,14.29,10.71,3.57,7.14,7.14,10.71,0,10.71,10.71,0,0,0,0,0,0,0,0,10.71,3.57,0,0,0,0,3.57,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,7.14,0,0,7.14,0,0,0,3.57,0,3.57,0,0,0,0,0,0,35.71,7.14,3.57,0,0,3.57,21.43,0
6/11/24 12:43,115,0,A word that carries importance.  A phrase that means something important to the person who said it.  A word that should be paid attention to and thought about.,Word,Meaningful,1,28,67.11,79.51,2.36,75.77,9.33,21.43,92.86,78.57,57.14,21.43,3.57,0,0,0,0,0,17.86,25,14.29,0,10.71,7.14,3.57,3.57,0,25,3.57,0,0,0,0,0,14.29,0,14.29,7.14,0,3.57,3.57,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,17.86,10.71,0,0,0,0,10.71,7.14,0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0
6/11/24 12:43,144,0,"They are talking about definitions. Describing how the word is used. Sometimes there are more than one use. Words are sounds that people make to communicate abstraction to other people. Ultimately, language and meaning are formed from a desire to communicate.",Word,MeaningOf,1,41,62.96,26.81,42.46,,8.2,24.39,95.12,63.41,53.66,4.88,2.44,0,0,0,0,2.44,2.44,14.63,4.88,2.44,14.63,12.2,9.76,4.88,0,21.95,2.44,7.32,0,0,0,0,26.83,0,24.39,7.32,9.76,2.44,2.44,0,4.88,0,2.44,0,0,2.44,0,0,0,0,0,0,19.51,17.07,0,0,0,0,14.63,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,7.32,4.88,0,0,2.44,0,2.44,0,4.88,2.44,12.2,0,0,0,0,0,0,14.63,12.2,2.44,0,0,0,0,0
6/11/24 12:44,95,0,"I think they are talking about their life meant something...they got married, had children, got a good career, took care of their parents when needed. The things that they wanted out of life they got,",Life,Meaningful,1,36,26.1,99,3.81,93.93,18,13.89,100,80.56,52.78,27.78,19.44,2.78,0,0,0,16.67,8.33,13.89,5.56,0,11.11,5.56,5.56,2.78,0,33.33,0,0,5.56,5.56,0,0,13.89,0,13.89,5.56,0,5.56,2.78,0,0,0,5.56,5.56,0,2.78,2.78,0,0,0,0,0,36.11,5.56,2.78,0,0,0,2.78,25,5.56,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,11.11,0,0,0,0,0,0,11.11,2.78,0,0,2.78,0,0,0,2.78,16.67,2.78,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0
6/11/24 12:43,131,0,"I think they are talking about what motivates and moves people and drives them forward in their lives. I think it's both the intrinsic and extrinsic factors that are the big WHY for people's actions. When they're saying 'the meaning of life' they're talking about what motivates people to not want to just lay down and die. It could be fears, emotions, or a variety of other things that give people the will to move forward.",Life,MeaningOf,1,76,26.1,32.65,84.38,8.11,19,18.42,94.74,77.63,59.21,18.42,9.21,2.63,0,0,0,6.58,9.21,13.16,6.58,0,13.16,10.53,6.58,7.89,1.32,26.32,2.63,3.95,2.63,0,2.63,0,15.79,0,15.79,3.95,3.95,2.63,1.32,0,5.26,0,2.63,0,1.32,2.63,0,1.32,1.32,0,0,0,14.47,5.26,0,0,0,0,3.95,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,1.32,0,1.32,0,0,0,0,0,0,0,7.89,11.84,0,5.26,7.89,0,0,0,1.32,0,10.53,1.32,0,0,0,0,0,15.79,5.26,2.63,0,0,7.89,0,0
6/11/24 12:42,232,0,"When people use the phrase, ""meaningful"", I believe they are referring to something of importance to them or in general. Meaningful for someone could be anything from a person to an object to something that is not meaningful to someone else. When I think of meaningful, to me, it means something of great importance, something I deeply care about, and something that holds value to me.",Word,Meaningful,1,66,36.2,12.22,91.71,99,22,25.76,90.91,87.88,68.18,27.27,10.61,7.58,0,0,0,3.03,16.67,7.58,4.55,0,21.21,6.06,6.06,6.06,1.52,16.67,10.61,0,0,0,0,0,31.82,0,31.82,10.61,1.52,1.52,13.64,0,4.55,0,9.09,9.09,0,0,0,0,0,0,0,0,10.61,3.03,1.52,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,1.52,0,0,1.52,0,0,0,3.03,0,6.06,0,0,0,0,0,0,16.67,4.55,9.09,0,0,0,3.03,0
6/11/24 12:45,55,0,"The meaning of life is happiness, In my opinion, everything should work towards happiness and what makes people have a positive time until the end of their lives. This is due to the fact of the matter that if people die happy, then their next life would probably be full of happiness.",Life,MeaningOf,1,52,70.09,40.06,70.92,99,26,17.31,98.08,71.15,57.69,13.46,5.77,1.92,0,0,0,3.85,7.69,19.23,9.62,0,15.38,11.54,1.92,7.69,0,17.31,7.69,1.92,1.92,0,1.92,0,17.31,1.92,15.38,3.85,1.92,3.85,3.85,0,1.92,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,1.92,0,0,1.92,0,0,3.85,0,0,0,0,0,0,0,1.92,0,0,0,0,1.92,0,0,0,0,13.46,7.69,0,0,7.69,0,0,0,9.62,0,7.69,0,0,0,0,0,0,9.62,3.85,5.77,0,0,0,0,0
6/11/24 12:40,305,0,"I think they are referring to what gives life purpose. The meaning of life is certain to differ for every individual based on their life experiences, faith, aspirations, and interpretation of the question. It could be interpreted as broadly as why are we here as a species, or what differentiates us from non-living objects, or it could be interpreted as what is the purpose of my own individual life.",Life,MeaningOf,1,69,43.12,40.06,25.51,41.62,23,26.09,94.2,71.01,60.87,15.94,8.7,2.9,2.9,0,0,2.9,7.25,10.14,5.8,0,17.39,11.59,4.35,10.14,0,17.39,1.45,4.35,5.8,2.9,1.45,1.45,28.99,1.45,27.54,8.7,5.8,4.35,5.8,0,5.8,0,1.45,1.45,0,0,0,0,0,0,0,0,21.74,7.25,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,1.45,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,7.25,1.45,0,0,1.45,0,0,0,0,0,7.25,0,0,0,0,0,0,13.04,4.35,7.25,0,0,0,1.45,0
6/11/24 12:45,66,0,They view their life as positive and enjoy life to the fullest. Everyone has a different perception of what that might mean though.  Everyone enjoys different aspects of their life so the word meaningful could mean different things to everyone.,Life,Meaningful,1,40,26.1,69.2,63.35,90.5,13.33,27.5,97.5,72.5,57.5,22.5,7.5,0,0,0,0,7.5,15,15,7.5,0,12.5,7.5,5,10,0,7.5,15,2.5,0,0,0,0,32.5,7.5,25,10,0,2.5,2.5,0,10,0,5,5,0,2.5,2.5,0,0,0,0,0,25,2.5,0,0,0,0,2.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,15,7.5,0,0,2.5,2.5,0,0,0,0,5,2.5,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0
6/11/24 12:43,168,0,To me it means purpose. To have something to do to make things better. To be happy. Meaningful would be a positive way of life. I enjoy a meaningful life. I have friends and family that make my life purposeful.,Life,Meaningful,1,40,47.15,8.37,45.52,99,6.67,17.5,100,77.5,57.5,20,10,10,0,0,0,0,10,10,5,0,15,15,0,2.5,0,22.5,12.5,0,5,2.5,2.5,0,22.5,0,22.5,7.5,10,2.5,2.5,0,0,0,10,10,0,2.5,2.5,0,0,0,0,0,10,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,15,15,0,0,0,0,0,0
6/11/24 12:44,104,0,A life that has had purpose.  A life that was fulfilling.  A life that others would try to adhere to and either expand on or live up to. A life that usually shows examples of helping others.,Life,Meaningful,1,37,66.85,3.01,36.48,62.77,9.25,13.51,91.89,72.97,64.86,16.22,0,0,0,0,0,0,16.22,24.32,10.81,0,16.22,10.81,2.7,8.11,0,16.22,5.41,0,8.11,2.7,5.41,0,21.62,0,21.62,0,2.7,5.41,5.41,0,10.81,0,2.7,2.7,0,0,0,0,0,0,0,0,13.51,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,13.51,8.11,0,0,8.11,0,0,0,2.7,5.41,2.7,0,0,0,0,0,0,10.81,10.81,0,0,0,0,0,0
6/11/24 12:45,64,0,They mean what something is.  They are trying to describe something.  They want to give an image of what they mean and what they are talking about.  It is a way to help someone understand the topic of the sentence,Word,MeaningOf,1,40,39.7,97.73,1,59.44,10,17.5,95,80,67.5,30,12.5,0,0,0,0,12.5,17.5,10,10,0,15,10,2.5,2.5,0,22.5,0,0,5,2.5,2.5,0,20,0,20,7.5,0,5,7.5,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,25,10,2.5,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,7.5,5,0,0,2.5,2.5,0,0,0,0,12.5,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0
6/11/24 12:39,421,0,"The ""meaning of a word"" can describe the context in which the word was used. It can also be used as an actual descriptor. Finally, the ""meaning of a word"" can be used in a nuanced fashion, conveying a person's true thoughts.",Word,MeaningOf,1,42,94.68,40.06,5.94,,14,26.19,92.86,69.05,57.14,4.76,0,0,0,0,0,0,4.76,21.43,21.43,0,11.9,14.29,4.76,4.76,0,21.43,4.76,0,0,0,0,0,26.19,0,26.19,7.14,7.14,7.14,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,16.67,14.29,0,0,0,0,14.29,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,2.38,9.52,7.14,0,0,0,0,0,0,23.81,7.14,4.76,0,0,2.38,9.52,0
6/11/24 12:43,178,0,"It's a word used for purpose.  It makes people think. Often times it can stay with a person, when the word is truly meaningful. I can remember times in the past, even years ago, where someone said something to me using meaningful words.  I can still imagine them speaking or writing to me.  These meaningful words can really stick with  someone.",Word,Meaningful,1,61,16.31,30.91,96.14,89.9,10.17,18.03,98.36,81.97,59.02,19.67,8.2,6.56,0,0,0,1.64,11.48,8.2,6.56,0,9.84,9.84,13.11,3.28,0,24.59,6.56,1.64,0,0,0,0,34.43,0,34.43,9.84,6.56,6.56,8.2,3.28,1.64,1.64,4.92,4.92,0,0,0,0,0,0,0,0,18.03,11.48,0,0,0,0,11.48,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,4.92,0,0,4.92,0,0,0,11.48,8.2,11.48,0,0,0,0,0,0,16.39,9.84,4.92,0,0,1.64,0,0
6/11/24 12:33,761,0,"I think a life of meaning is something most people aspire to yet find difficult to identify or find.  When I think of a life that is meaningful, I think of Victor Frankl who described finding meaning in life in the most horrible conditions ever known in a German concentration camp.  It makes me wonder if finding meaning necessarily emerges from encountering hardship and recognizing what makes life worth living and what one has to contribute to the world to make things better.  Because humans are social animals, I imagine that most people find their relationships with others (family, children, partners, community) and sharing hard and good times provides a lot of meaning in life.  For others, it could be devoting their life to their spiritual beliefs, or to a profession or avocation that awakens a part of oneself and contributes to the world in a way that feels significant (science, medicine, art, etc.).  Finding meaning does not require wealth, but I think it is true that many people have wondered if they are wasting their lives in 40+ hour dead end jobs that seem insignificant, repetitive and boring.  I also think that finding meaning is not necessarily about accomplishment.  Frankl would say that the process of looking for meaning is just as important as producing anything specific.  The opposite of ""a meaningful life"" is ""a meaningless life"" which feels antithetic to what being alive is all about.  Non-human animals can also have meaningful lives, in my opinion, by contributing to their species and that of others in myriad ways and probably in ways we will never know about or be able to imagine.",Life,Meaningful,1,274,51.52,19.61,93.89,47.97,27.4,25.55,93.8,68.61,53.28,14.23,6.2,2.92,0.36,0,0.36,2.19,8.03,13.14,5.11,0.73,13.87,7.3,4.74,7.66,1.09,16.42,7.3,4.01,5.11,1.82,1.82,1.82,24.82,1.09,23.72,12.41,1.46,1.82,4.74,0.73,5.47,0,4.01,2.92,1.09,0.73,0.36,0.36,0,0,0,0,10.95,3.28,1.46,0,0,0,0.73,5.11,0,0,0,0,0.36,0,0.36,0,3.28,0.36,0,1.82,0.73,0.36,4.38,3.28,0,2.55,0,0,0,0,0,1.09,0.36,0,0,0,0.36,0,0,1.82,7.3,8.76,0.73,0.36,5.47,0.73,0,1.09,2.19,0.73,6.93,1.09,0,0,0,0,0,12.77,4.01,5.11,0,0,0,3.65,0
6/11/24 12:43,179,0,"A meaningful life can mean different things for different people. Some people think a meaningful life is a life full of experiences and opportunities. These people want to be out in the world, physically doing something and always trying new things. To have a routine that is the same day in and day out would not be meaningful to them. For others, a meaningful life comes from an internal source. Having a sense of purpose, even during the mundane activities of life, can foster a sense of meaning for people like this. A more humble, simple life, is enough for these people to feel like their life has meaning.",Life,Meaningful,1,109,92.83,21.05,85.1,93.66,15.57,15.6,96.33,75.23,58.72,9.17,1.83,0,0,0,0,1.83,7.34,18.35,11.01,0,18.35,11.01,2.75,2.75,0.92,15.6,11.93,5.5,2.75,0,1.83,0.92,22.94,0.92,22.02,10.09,1.83,4.59,0.92,0,4.59,0,5.5,5.5,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,0,0,0,0,0,0.92,0,0,1.83,0,0.92,0,0,20.18,10.09,0,0.92,7.34,0,0,2.75,5.5,0,7.34,0,0,0,0,0,0,11.93,6.42,5.5,0,0,0,0,0
6/11/24 12:44,134,0,"When I hear the word meaning, I think of it as the definition of the word. It can be a literal sense in this situation but there are times when the meaning is more of an opinion. The meaning of a word generally does have a set definition we can all agree on however.",Word,MeaningOf,1,54,60.76,20.91,96.01,,18,18.52,96.3,74.07,68.52,11.11,5.56,3.7,1.85,0,0,0,5.56,22.22,16.67,0,12.96,12.96,9.26,9.26,0,16.67,1.85,3.7,1.85,1.85,0,0,27.78,1.85,25.93,14.81,0,3.7,1.85,0,3.7,0,0,0,0,0,0,0,0,0,0,0,9.26,7.41,0,0,0,0,5.56,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,7.41,0,0,3.7,0,1.85,1.85,5.56,0,9.26,0,1.85,0,1.85,0,0,7.41,5.56,1.85,0,0,0,0,0
6/11/24 12:39,427,0,"""The meaning of life"" is an empty catchphrase/term/question. There is no meaning of life. There is a purpose to life. There is a reason life exists. But to answer your question and help with the study, they are talking about the ""purpose of life"". Just understand that there is no ""purpose of life"", only a ""purpose to life"". And I'll take a bonus if possible because I am a broke philosopher. Be well.",Life,MeaningOf,1,75,55.7,19.67,79.53,39.67,9.38,18.67,96,68,60,6.67,5.33,2.67,0,1.33,0,1.33,1.33,17.33,12,0,12,12,10.67,6.67,2.67,17.33,5.33,1.33,1.33,1.33,0,0,22.67,2.67,20,9.33,8,0,5.33,0,2.67,0,6.67,4,2.67,0,0,0,0,0,0,0,18.67,6.67,1.33,0,0,0,5.33,2.67,0,0,0,0,0,0,0,0,2.67,0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1.33,1.33,1.33,0,1.33,0,0,13.33,6.67,0,0,6.67,0,0,0,1.33,1.33,9.33,1.33,0,0,0,0,0,28,10.67,2.67,0,0,1.33,13.33,0
6/11/24 12:44,108,0,"they are usually talking about the definition. however, when you ask for the meaning of a word you usually also want to understand the usecase for it. personally, i also enjoy learning about the history of a phrase or etymology of a word, as it helps me to solidify meaning",Word,MeaningOf,1,50,69.05,51.99,92.35,50.98,16.67,28,90,72,64,14,10,4,0,4,0,2,4,14,14,0,20,2,16,12,0,12,0,0,2,2,0,0,22,0,22,12,0,2,6,0,4,0,2,2,0,0,0,0,0,0,0,0,20,14,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,10,4,6,0,0,0,0,0
6/11/24 12:42,266,0,"The meaning of a word includes synonyms that may be more familiar; it includes the type of word it is (descriptor, action, noun, etc.); it includes how that word is interpreted within the current time and culture; it includes the ""meat"" of the word and what the person who is using it is trying to convey.",Word,MeaningOf,1,57,67.62,60.92,4.51,5.65,57,19.3,92.98,70.18,54.39,15.79,1.75,0,0,0,0,0,14.04,17.54,12.28,0,8.77,10.53,1.75,3.51,0,21.05,5.26,1.75,1.75,0,1.75,0,10.53,0,10.53,5.26,3.51,1.75,1.75,0,0,0,1.75,0,1.75,1.75,0,1.75,0,0,1.75,0,17.54,12.28,0,0,0,0,12.28,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,1.75,3.51,0,1.75,1.75,0,0,0,1.75,0,15.79,1.75,1.75,1.75,0,0,0,21.05,3.51,5.26,0,0,0,12.28,0
6/11/24 12:43,188,0,The definition of a word.  The emotion associated with the word. What does the word mean in your culture. Many cultures use words and definitions differently.,Word,MeaningOf,1,26,98.28,62.84,57.98,,6.5,26.92,96.15,57.69,53.85,7.69,3.85,0,0,3.85,0,0,3.85,26.92,19.23,0,11.54,3.85,3.85,3.85,0,7.69,3.85,3.85,0,0,0,0,19.23,0,19.23,11.54,3.85,0,0,0,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,26.92,15.38,0,0,0,0,15.38,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0
6/11/24 12:45,96,0,I think when people refer to a meaningful life they are thinking about a life that makes them feel like they are adding value to others. They want to have a life that contributes to something external to themselves. They want to help build up society in some way.,Life,Meaningful,1,49,73.79,90.06,51.8,82.06,16.33,14.29,95.92,77.55,59.18,22.45,14.29,2.04,0,0,0,12.24,8.16,12.24,6.12,0,20.41,6.12,4.08,2.04,0,22.45,2.04,4.08,2.04,2.04,0,0,20.41,0,20.41,8.16,2.04,4.08,2.04,0,2.04,0,4.08,4.08,0,0,0,0,0,0,0,0,26.53,6.12,4.08,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,14.29,10.2,0,0,8.16,0,0,2.04,2.04,0,8.16,0,0,0,0,0,0,6.12,6.12,0,0,0,0,0,0
6/11/24 12:44,117,0,"the context of the word in use as well as the base origin meaning of the word. It's hard to describe without using the word ""meaning"". i think it comes down to societal niorms around a word",Word,MeaningOf,1,37,99,25.5,98.19,62.77,12.33,16.22,91.89,67.57,54.05,8.11,2.7,2.7,0,0,0,0,5.41,16.22,16.22,0,27.03,2.7,8.11,5.41,0,13.51,2.7,0,0,0,0,0,18.92,0,18.92,8.11,8.11,0,0,0,2.7,0,2.7,2.7,0,0,0,0,0,0,0,0,16.22,13.51,0,0,0,0,13.51,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,0,2.7,10.81,0,0,2.7,2.7,0,5.41,0,0,0,0,0,0,13.51,5.41,0,0,0,2.7,5.41,0
6/11/24 12:45,74,0,"I think they are talking about something having purpose. In the example of a meaningful life it means when they wake up every day their life is dedicated towards achieving something. Maybe that is a goal, or maybe that it just to better something or someone.",Life,Meaningful,1,46,11.2,53.04,85.35,99,15.33,23.91,97.83,84.78,69.57,26.09,8.7,2.17,0,0,0,6.52,17.39,15.22,6.52,0,13.04,8.7,10.87,6.52,0,15.22,6.52,4.35,6.52,0,6.52,0,28.26,2.17,26.09,6.52,2.17,0,17.39,0,4.35,0,8.7,8.7,0,0,0,0,0,0,0,0,17.39,4.35,2.17,0,0,0,2.17,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,8.7,6.52,0,0,6.52,0,0,0,4.35,0,8.7,0,0,0,0,0,0,8.7,6.52,2.17,0,0,0,0,0
6/11/24 12:43,188,0,"I think the word ""meaning"" or phrase ""the meaning of life"" is trying to allude to the purpose or set mission.  I think it ties into the reason as to why we are doing the things we do. I think people like to use the word meaning over other words because of how often it is used and the familiarity it brings with its connotation.  However, I do think that people are ultimately using the word ""meaning"" as a definition, mission, or purpose to their day to day.",Life,MeaningOf,1,88,65.33,17.46,98.07,,22,15.91,90.91,73.86,61.36,14.77,7.95,4.55,2.27,0,0,1.14,6.82,14.77,10.23,0,15.91,7.95,5.68,9.09,0,18.18,1.14,2.27,3.41,2.27,1.14,0,28.41,0,28.41,12.5,10.23,1.14,4.55,0,5.68,0,0,0,0,0,0,0,0,0,0,0,10.23,5.68,0,0,0,0,4.55,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,3.41,0,1.14,2.27,0,0,0,4.55,1.14,5.68,0,0,0,0,0,0,14.77,4.55,3.41,0,0,0,6.82,0
6/11/24 12:45,99,0,"When the word ""meaningful"" is used, I kinda think it adds more positive emphasis to the sentence. Meaningful to me means there's a purpose to what you do. It's like a positive reinforcement.",Life,Meaningful,1,33,54.26,40.06,86.68,96.12,11,24.24,90.91,84.85,57.58,18.18,9.09,6.06,0,3.03,0,0,9.09,15.15,12.12,0,12.12,12.12,6.06,3.03,0,24.24,15.15,6.06,0,0,0,0,21.21,0,21.21,12.12,6.06,0,3.03,0,0,0,6.06,6.06,0,0,0,0,0,0,0,0,6.06,3.03,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,3.03,0,0,0,3.03,3.03,15.15,0,3.03,3.03,0,0,0,24.24,9.09,3.03,0,0,6.06,6.06,0
6/11/24 12:42,261,0,"When people use the phrase ""the meaning of life,"" they often refer to the purpose for which we are alive. This involves exploring the deeper reasons behind our existence such as our goals, aspirations and the impact we plan to make on the world. It also involves personal fulfillment, happiness and pursuit of a great career.",Life,MeaningOf,1,56,83.77,98.42,60.9,98.65,18.67,21.43,92.86,66.07,53.57,14.29,8.93,0,7.14,0,0,1.79,5.36,19.64,12.5,0,14.29,1.79,5.36,8.93,0,7.14,7.14,0,14.29,7.14,7.14,0,21.43,0,21.43,7.14,8.93,1.79,1.79,0,1.79,0,7.14,7.14,0,1.79,1.79,0,0,0,0,0,14.29,1.79,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,1.79,0,0,1.79,0,0,1.79,1.79,0,0,0,0,0,0,0,0,1.79,0,0,1.79,0,1.79,0,1.79,8.93,8.93,0,3.57,5.36,0,0,0,3.57,0,1.79,1.79,0,0,0,0,0,14.29,5.36,5.36,0,0,0,3.57,0
6/11/24 12:45,86,0,"When people thing about the phrase meaning of life, they mean something like ultimate purpose. The meaning of life is the answer to the question of why do we exist. In this context meaning doesn't mean ""definition"" but purpose",Life,MeaningOf,1,39,74.95,55.35,96.61,,13,25.64,92.31,58.97,56.41,12.82,5.13,0,2.56,0,0,2.56,7.69,12.82,10.26,0,17.95,7.69,7.69,5.13,2.56,7.69,2.56,0,2.56,2.56,0,0,33.33,0,33.33,20.51,7.69,0,5.13,0,2.56,0,0,0,0,0,0,0,0,0,0,0,15.38,5.13,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,2.56,0,0,2.56,0,0,0,2.56,0,5.13,0,0,0,0,0,0,15.38,5.13,2.56,0,0,2.56,5.13,0
6/11/24 12:43,238,0,"When people use a phrase like ""the meaning of a word"" I think they are talking about a universal idea of the definition of the word. That there is an understood definition for that word. The meaning could be slightly different the more people you would ask,but generally speaking it would mean the same thing to most people.",Word,MeaningOf,1,59,84.11,30.62,53.8,,19.67,18.64,96.61,76.27,61.02,11.86,5.08,1.69,0,1.69,0,1.69,6.78,23.73,16.95,0,11.86,10.17,6.78,3.39,0,20.34,8.47,3.39,0,0,0,0,27.12,0,27.12,13.56,1.69,5.08,1.69,0,5.08,0,0,0,0,0,0,0,0,0,0,0,13.56,10.17,0,0,0,0,10.17,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,1.69,0,0,1.69,0,0,0,1.69,1.69,3.39,0,0,0,0,0,0,10.17,5.08,1.69,0,0,0,3.39,0
6/11/24 12:44,156,0,"I think ""a meaningful life"" means that they have achieved something. And that something would be meaningful, in that it would make a difference to the world or to a person or some other thing. Someone who spent their life working to make, for example, a difference in the care of the homeless would be someone that led a meaningful life.",Life,Meaningful,1,61,60.32,40.06,49.37,99,20.33,21.31,98.36,83.61,65.57,22.95,6.56,1.64,0,0,0,3.28,16.39,24.59,13.11,0,11.48,9.84,0,4.92,0,21.31,8.2,1.64,6.56,0,3.28,3.28,32.79,0,32.79,8.2,4.92,4.92,9.84,0,8.2,0,8.2,8.2,0,0,0,0,0,0,0,0,16.39,1.64,1.64,0,0,0,0,9.84,0,0,0,0,0,0,0,0,3.28,0,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,9.84,4.92,0,0,4.92,0,0,0,0,3.28,1.64,0,0,0,0,0,0,13.11,4.92,4.92,0,0,0,3.28,0
